Metabolite,BC1,BC2,BC3,BC4,BC5,BC6,BC7,BC8,HFD1,HFD2,HFD3,HFD4,HFD5,HFD6,HFD7,HFD8
(+)-Carpaine,0.267206107,0.442208738,0.186837204,0.08276914,0.049805039,0.061907631,0.277181797,0.037427584,0.085500811,0.037774504,0.149029164,0.032406116,0.029856229,0.257449823,0.10191724,0.071891733
(+)-Eudesmin,0.10116307,0.142520812,0.084643,0.111166457,0.077100621,0.077043319,0.082863654,0.107642168,0.085649361,0.104052666,0.09531757,0.088579791,0.089322997,0.107834673,0.137800635,0.090930849
(+)-Nootkatone,0.357794153,0.442151086,0.239642035,0.419998939,0.513031072,0.416984281,0.492520464,0.436890421,0.306015875,0.282793176,0.333732849,0.303130303,0.249218938,0.304007458,0.449849903,0.50336544
(+)-[6]-Gingerol,0.604567878,0.604923648,0.654258118,0.554358041,0.48030083,0.54836717,0.458797089,0.373724077,0.312807974,0.44561324,0.390597708,0.555380009,0.522188233,0.503701276,0.812692834,0.823858097
(+)-cassaine,2.176586578,2.03092652,2.15061438,1.294318355,3.246542576,2.036880199,3.016485613,1.41021197,2.418748894,2.101774739,1.17788337,2.277900142,1.657905112,2.618739209,1.664881508,1.974512087
(+)-castanospermine,0.71414764,0.184720454,0.635466109,0.658686632,0.212137074,0.527656929,0.603886356,0.72025689,0.270705649,0.154586955,0.219691428,0.636173576,0.671178766,0.756558271,0.412924877,0.407871201
(+)-fawcettimine,0.044294976,0.059697686,0.031640143,0.043240981,0.030127788,0.037146636,0.034108214,0.049810946,0.029902989,0.053940236,0.037664405,0.055511644,0.034712919,0.041656244,0.054262487,0.041868315
"(10E,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",0.280639274,0.360295027,0.136438854,0.10121658,0.124763453,0.098976779,0.187557106,0.157849657,0.16465817,0.687951659,0.113340612,0.106073099,0.498093614,0.222711644,0.186604331,0.165030098
(1E)-N-Hydroxy-4-(methylsulfanyl)-1-butanimine,0.196798357,0.060664893,0.123270022,0.047433592,0.094053588,0.113601226,0.093077018,0.271282335,0.183582924,0.35935118,0.250553514,0.172359331,0.510860284,0.252088044,0.172756841,0.07839549
"(1R,2R,3S,5R,7R)-2-Acetamido-7-(1,2-dihydroxyethyl)-3-hydroxy-6,8-dioxabicyclo[3.2.1]octane-5-carboxylic acid",6.456320994,3.383061604,4.116068251,5.324162961,6.177560007,6.425967102,5.564330373,6.223837369,6.294475633,10.84577704,4.146350038,8.600135158,4.110799942,5.765126487,11.51836772,5.201212216
"(1R,5R)-3,3,5-Trimethylcyclohexyl 5-oxo-L-prolinate",0.039875297,0.072143356,0.03686564,0.025618277,0.034911405,0.041130171,0.04187322,0.029232073,0.073791114,0.052229037,0.065913697,0.023964827,0.028390314,0.074409445,0.086653404,0.069750792
"(1S,16R)-7,11-Dihydroxy-8,8,10,16-tetramethyl-12-methylene-3-[(1E)-1-(2-methyl-1,3-thiazol-4-yl)-1-propen-2-yl]-17-oxa-4-azabicyclo[14.1.0]heptadecane-5,9-dione",1.179226344,0.085500089,0.044520946,0.644797999,0.033034183,0.071482658,0.040029051,0.060517806,0.034856079,0.049801433,0.048359253,0.035953732,0.049694256,0.049946866,0.07761753,0.052407262
"(1S,2R,5S)-2-Isopropyl-5-methylcyclohexyl 3-oxobutanoate",0.228266378,0.389963807,0.246180515,0.151740292,0.112076222,0.166973456,0.271152508,0.368070771,0.204796161,0.224880048,0.443231212,0.336605737,0.199265651,0.245095757,0.10100691,0.259421408
"(1S,2R,7R,8R,11R,12R)-12-Methyl-6-methylene-17-oxa-14-azahexacyclo[10.6.3.1~5,8~.0~1,11~.0~2,8~.0~14,18~]docos-7-yl acetate",0.560817334,2.516113135,0.999821715,1.507428159,6.412116943,0.21248258,0.02759839,0.035648691,9.992727555,4.333763094,1.961795172,0.479849011,1.377687511,4.036930133,0.182536044,0.103750923
"(1S,5R,9R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.0â´,ÂaÂl.0â¸,ÂaÂl]hexadecan-10-one",0.949433698,0.200659313,0.868246842,0.552043261,0.589204934,1.52133409,1.815981472,2.320675562,1.727604894,3.477201479,0.837196693,2.536886543,1.244128496,0.931392302,1.199343809,0.35675148
"(1S,6S)-6-Aminooctahydro-1-indolizinyl acetate",74.17874719,16.80628725,40.48461242,28.61767037,0.467252935,0.053228679,0.094834477,0.168570974,9.625328018,0.292052533,0.050765991,0.177989076,0.036974102,7.2115958,0.243992076,0.05461275
"(1Z,4E,6E,8E,10E,12Z)-N-(1,4-Dihydroxy-2-butanyl)-4,8,10,12-tetramethyl-3-oxo-4,6,8,10,12-tetradecapentaenimidic acid",0.126882618,0.070514553,0.056380554,0.067930214,0.36065372,0.726171006,0.293013984,0.68958439,0.798394874,1.248903504,0.237689933,3.237392184,2.043723768,1.009106677,2.77655566,1.307518148
(2-(Dimethoxymethyl)-1-heptenyl)benzene,0.23617212,0.422028668,0.334863694,0.361125391,0.286342061,0.377218702,0.349023333,0.406366427,0.250815274,0.373931481,0.331873121,0.260724628,0.326625384,0.396859621,0.599955813,0.36455389
(2E)-3-(4-Hydroxyphenyl)-N-[2-(1H-indol-3-yl)ethyl]acrylamide,0.03837156,0.063983608,0.043099205,0.04840038,0.039903424,0.044664464,0.04201694,0.065089122,0.049364614,0.056454585,0.052552016,0.048098389,0.04506978,0.061088767,0.079084316,0.048807953
(2E)-hexadecenoylcarnitine,3.94851157,8.556003985,2.210822127,4.062604307,4.334489879,3.630361874,3.498585411,3.1270077,8.374540623,4.131109006,4.094941488,5.92140027,4.901553095,3.847635005,4.762103601,3.072214607
"(2E,4E,12Z)-N-Isobutyl-2,4,12-octadecatrienamide",0.012954295,0.019769176,0.007107894,0.015017843,0.005649556,0.014338605,0.008075389,0.010585463,0.240275339,0.009828507,0.009400084,0.00624759,0.007745032,0.010088552,0.014150634,0.009679727
"(2E,4Z)-N-Isobutyl-2,4-octadecadienamide",0.421863014,2.671364029,0.474507321,0.757955179,0.373190639,0.850639988,0.669004134,0.383027423,0.364595706,0.445617502,0.721545654,0.58103744,0.523876635,0.574704874,0.820761359,0.388456019
(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-hydroxypropyl laurate,0.147553525,0.067404345,0.175119097,0.054892632,0.050592605,0.081246278,0.045493817,0.155726272,0.056721959,0.058750451,0.072714692,0.048895427,0.04618201,0.061485696,0.076456896,0.057083927
(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-hydroxypropyl pentadecanoate,79.36295089,27.57262217,148.3483162,64.19047742,19.42079344,43.23304246,53.1515527,74.09832134,64.06498869,32.78026616,48.26979762,32.2682824,29.94708245,25.54954025,58.64270579,26.623212
"(2R,4aR,6bS,12aS)-1-Hydroxy-1,2,6b,9,9,12a-hexamethyl-10,13-dioxo-1,3,4,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-octadecahydro-4a(2H)-picenecarboxylic acid",0.05831273,0.128686561,0.067424516,0.072290594,0.059291802,0.064775461,0.065867387,0.076538118,0.079163258,0.10652794,0.131581887,0.133425266,0.101448818,0.100763778,0.16131518,0.125431839
(2S)-2-Amino-8-hydroxyoctanoic acid,0.306476,0.204711404,0.61977252,0.297878088,0.331533451,0.175637053,0.28899188,0.331949535,0.42880035,0.229507621,0.265994085,0.267694794,0.15798742,0.417316807,0.319934237,0.390896924
(2S)-2-[(1-Carboxyethyl)amino]-4-(dimethylsulfonio)butanoate,0.3354473,0.122952517,0.290581221,0.306720553,0.308605297,0.151954531,0.179106269,0.15189249,0.525560319,1.131777457,0.206158768,0.387081194,0.528065288,0.346847081,0.108525233,0.093817546
"(2S)-4-Methyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)pentanoic acid (non-preferred name)",0.464662221,0.519196274,0.379297359,0.528586556,0.559365005,0.538641569,0.527245034,0.638426332,0.712014837,0.778119999,1.560222771,0.567627525,0.489085193,0.716635818,0.614243186,0.441723054
(2S)-5-Carbamimidamido-2-(2-oxo-1-azetidinyl)pentanoic acid,1.32179957,1.03678049,2.220122162,0.843668946,0.794079066,0.734019157,0.760887899,1.284380249,0.545273455,0.60478904,1.732154015,0.481989557,0.406148971,0.510290133,0.394923116,0.501023928
"(2S,3S)-2,3-dihydro-3-hydroxyanthranilic acid zwitterion",10.51552158,6.522283208,10.26450226,15.71913987,9.441520782,8.26618887,13.56715701,7.752489413,8.142515018,6.816423983,12.79648468,7.399265214,6.274758797,6.014227508,6.838682173,9.205870148
"(2S,8R)-2-Amino-8-hydroxydecanoic acid",0.133509705,0.132247444,0.08354473,0.116945376,0.141129873,0.118157376,0.081951179,0.0732263,0.166367851,0.138235792,0.083955958,0.10748596,0.114352929,0.165054919,0.0741932,0.11848134
"(2Z)-3-(3,4,5-Trimethoxyphenyl)-2-propen-1-yl acetate",0.344128952,0.518995891,0.670612455,0.366845996,0.752183256,0.470499529,0.774119649,0.336722802,0.520968895,0.355402731,0.222813614,0.596942211,0.693304035,0.874907888,0.852639362,1.164704977
(2Z)-3-Phenyl-1-(1-pyrrolidinyl)-2-propen-1-one,0.511338755,1.467073353,2.110175123,8.022875028,1.611940618,1.056728215,1.730564366,1.077579183,1.194846031,0.404927877,1.625896387,0.311988713,0.495177036,1.823670321,1.731393901,1.42353168
"(3R,2′S)-Myxol 2′-(2,4-di-O-methyl-α-L-fucoside)",0.306019059,0.391184332,0.31906636,0.352133727,0.529091122,0.361231689,0.521127455,0.893422508,0.583782406,0.663085075,0.384667938,0.472602574,0.506397844,0.827952114,0.470901462,0.461297515
(3S)-3-hydroxy-L-enduracididine,0.15706232,0.152033727,0.162764853,0.150760073,0.15167428,0.174260854,0.167449303,0.1445786,0.106183368,0.135439371,0.182286798,0.144768903,0.131926017,0.138632244,0.173293434,0.179850719
(3S)-3-{(Z)-[(3S)-3-{(Z)-[(3R)-3-Amino-1-hydroxy-4-methylpentylidene]amino}-1-hydroxybutylidene]amino}-5-methylhexanoic acid,0.430656603,0.434741486,1.153657032,0.384733786,0.191335449,0.57398466,0.75956315,1.824114537,0.117962758,0.243781905,0.703222566,0.351411798,0.108511044,0.059697997,0.11617376,0.238228209
(3Z)-3-Hexadecylidene-4-hydroxy-5-methylenedihydro-2(3H)-furanone,0.162075836,0.74412891,0.072600949,0.297943638,0.025563033,0.020934096,0.012780209,0.01718013,0.024630097,0.016791779,0.016685214,0.013658474,0.01463719,0.016828816,0.025240187,0.02165644
"(3aR,4R,5R,6aS)-5-Hydroxy-4-[(1E,3S)-3-hydroxyoct-1-en-1-yl]hexahydro-2H-cyclopenta[b]furan-2-one",0.457343656,0.757732501,0.167283418,0.306220341,0.555658158,0.385596643,0.328883719,0.626685801,0.766380986,1.071415979,0.673559485,0.869757595,0.782172669,0.632021048,0.254308504,0.591008267
"(3β,17E)-17-{[3-(1-Pyrrolidinyl)propyl]imino}androst-5-en-3-yl acetate",0.027093057,0.056385717,0.020506019,0.047608774,0.067940046,0.091454032,0.018794106,0.025863069,0.044491099,0.059282879,0.02935242,0.096036105,0.024735908,0.060316739,0.074644208,0.036774146
"(3β,24R,24′R)-fucosterol epoxide",18.03513404,18.08744692,17.39818267,12.54932676,8.645065584,8.897425501,21.96077687,28.86912088,13.03322332,18.2332743,17.45549819,12.51267614,0.271293996,16.3983372,32.56918466,24.01200879
(4-Ethoxyphenyl)urea,1.222268801,1.098052741,0.931296772,1.087918622,1.164955789,2.348417398,1.933327791,2.462977128,1.381189012,2.09556786,1.472402144,1.209704096,1.031799576,1.57404093,1.401701008,1.147950426
(4-Hydrazinophenyl)methanol,0.033038466,0.045460291,0.032443061,0.035108332,0.096335113,0.069479597,0.032781131,0.168857436,0.095600814,0.096275479,0.039186539,0.145906497,0.10235846,0.222528963,0.332833964,0.210037138
"(4E)-2-Amino-4-octadecene-1,3-diol",3.658364948,7.056029928,6.383251698,12.37727341,5.935104214,11.18296538,5.445933354,9.667438343,7.540860463,10.67404562,9.947747097,9.921234937,3.634817618,10.19773602,18.05798929,7.28797349
(4S)-4-[(6-Carboxyhexanoyl)oxy]-4-(trimethylammonio)butanoate,2.965656644,0.829576662,3.443165343,1.206371341,1.805989143,3.277621038,5.264296027,3.16929212,1.383436632,3.549385917,1.403949044,3.43557481,1.198079783,3.067339315,3.538096952,2.16937253
"(4S)-4-[(9Z,12Z,15Z)-9,12,15-Octadecatrienoyloxy]-4-(trimethylammonio)butanoate",33.62832089,34.79528113,21.81099698,19.04982516,18.54208538,12.35296849,13.64877653,16.53184125,20.79041847,26.90980262,23.79313295,37.64497999,29.71436984,25.26869895,36.51391703,29.98840117
(4S)-4-{[(9Z)-3-Hydroxy-9-hexadecenoyl]oxy}-4-(trimethylammonio)butanoate,1.615768295,2.267497998,2.090738247,2.086003612,1.717223332,1.604195813,0.633333826,3.383481788,0.773021197,1.198324465,1.337128349,1.410365296,1.359753032,0.765899413,2.505411664,1.233444538
(4S)-4-{[(9Z)-3-Hydroxy-9-octadecenoyl]oxy}-4-(trimethylammonio)butanoate,24.90838832,38.06877162,21.94147916,22.01844991,17.68700332,12.67776512,18.48613142,19.88240044,27.88175547,22.78425099,19.05311758,26.14400274,19.43479574,23.33306192,25.8981731,29.37010085
"(5E)-7,7-Dimethyl-4-oxa-8-thia-2,5-diazanon-5-en-3-one",0.126699082,0.038126825,0.029159395,0.036586738,0.024896082,0.028566744,0.03061833,0.086720254,0.030456684,0.056053655,0.03488644,0.177997075,0.124641205,0.115908971,0.338234226,0.033237488
(5E)-7-methylidene-10-oxo-4-(propan-2-yl)undec-5-enoic acid,0.050367745,0.426718246,0.308618406,0.330348532,0.46092005,0.595536943,0.637924243,0.195881867,0.352354343,0.445807409,0.915616718,0.054018213,0.641145324,0.490870821,0.754009297,0.786615507
"(5E,7E,10R,12R,13E,16R,17R,18S,22S)-22-Ethyl-10,12,16,18-tetrahydroxy-17-methyloxacyclodocosa-3,5,7,13-tetraen-2-one",123.1363442,124.0887116,111.3861462,168.2661525,144.2642471,128.9890215,125.9707183,132.2772301,117.0453445,126.2004406,91.74920437,127.0927763,143.100118,132.4924516,167.916987,136.3337105
"(5S)-5,6-Dihydrothymidine",6.52335353,5.783146314,7.233302296,6.082465491,4.928154035,7.795589085,7.861697155,9.069808791,4.8413579,6.572384355,7.987176662,6.100063625,6.35333785,6.883418002,6.832948145,5.897941273
"(6R,10S)-13-[(2S)-6-Hydroxy-2,5,7,8-tetramethyl-3,4-dihydro-2H-chromen-2-yl]-2,6,10-trimethyltridecanoic acid",50.28508318,46.08397682,29.30261118,34.00714675,41.9690273,53.00400659,38.41766093,39.24995794,29.55801612,38.39689733,22.17333804,36.03130991,25.65491473,29.87038317,54.3382457,12.43704529
"(6Z)-6-Tetradecene-1,3-diyne-5,8-diol",0.399882312,0.481530966,0.491105003,0.335936916,0.402309186,0.059603347,0.321787377,0.167338008,0.303274036,0.713185884,0.676299417,0.28633143,0.286571552,0.753548358,0.659110187,0.61041317
"(6aR,11aR)-10-(3-Hydroxy-3-methylbutyl)-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromene-3,9-diol",0.062740278,0.098285181,0.076163227,0.060596927,0.044303781,0.053082778,0.064534385,0.080422357,0.06049947,0.068401014,0.073470857,0.059937867,0.057291998,0.079673635,0.107824471,0.06847447
"(8E)-2-Amino-8-octadecene-1,3,4-triol",3.216035247,10.72497756,3.851103363,5.626656349,2.987924965,5.059822919,3.311566874,6.438670515,4.003844514,3.498935465,5.74924791,2.037836902,4.101748279,3.291671432,6.906313935,4.623835086
(Ac)2-L-Lys-D-Ala,0.282270077,0.142630096,0.137119017,0.297505004,0.070458738,0.428807966,0.249891013,1.176349589,0.175645485,0.36253465,0.286717908,0.613927569,0.497921237,0.113138844,0.305270233,0.383994656
(Carbamoylamino)(4-hydroxyphenyl)acetic acid,0.51031157,0.39687034,0.554100549,0.515085669,0.080911934,0.04045051,0.162364445,0.350218914,0.187897079,0.075584172,0.081575202,0.047104984,0.047563608,0.307469065,0.078877659,0.046491163
(E)-Ferulic acid,0.165412632,0.07689646,0.044487649,0.04076129,0.109506591,0.036904368,0.037391484,0.133037586,0.179263756,0.038115938,0.168636088,0.142111716,0.034549224,0.184729241,0.059238521,0.166638975
(E)-Ranitidine,0.865725873,0.730327141,0.28208038,1.512880493,1.157109629,0.697005433,0.758732953,0.744031294,0.790172818,0.876942827,0.464965068,3.047714187,1.428074049,0.697938058,1.428874091,0.403358952
(E)-p-coumaric acid,178.2268736,141.5803733,136.0342828,149.946566,141.0692759,210.5316552,188.6059429,148.6381744,76.55201808,55.23999117,197.2923717,81.27063021,84.43093227,48.09439341,65.21802918,203.8528796
"(E,Z)-2,6-Nonadienal",0.322932286,0.63355561,0.080391854,0.405293327,0.313819241,0.378275771,0.424401146,0.147986276,0.106559035,0.67396476,0.112192973,0.577616229,0.081777523,0.116508617,0.169239916,0.097044619
(R)-3-hydroxybutyrylcarnitine,0.264502945,0.335018534,0.342525358,0.447276041,0.31940086,0.341406718,0.468275677,0.470336116,0.744448392,0.494212744,0.348103797,0.24176935,0.228375728,0.899067391,0.347410821,0.380104126
(S)-(+)-Bulbocapnine,0.041375325,0.054062419,0.076848442,0.047921732,0.03310979,0.042480286,0.036829551,0.04498865,0.040861492,0.06351723,0.0466809,0.066436967,0.039497758,0.050362064,0.067206601,0.045457933
(S)-2-hydrazino-3-(4-hydroxy-3-methoxyphenyl)-2-methylpropionic acid,0.063746405,0.044954596,0.131523593,0.09142196,0.074779735,0.082027175,0.103310971,0.343502912,0.102863832,0.047164993,0.092014416,0.082543629,0.152089252,0.12396227,0.085678766,0.07280462
"(S)-3,5-DHPG",0.233243905,0.319234184,0.302045606,0.319530203,0.281653968,0.301059167,0.411552922,0.256423322,0.205505578,0.39392986,0.406221771,0.231322457,0.193951421,0.273261613,0.326773131,0.335183304
(S)-3-(indol-3-yl)-2-oxobutyric acid,1.074226701,1.105608076,0.495514618,0.685285753,1.316180425,1.913471539,1.273754778,1.118363037,1.934985467,1.616406119,1.299851936,1.765065111,0.978854289,2.497787606,1.635174618,1.285508556
(S)-piperazine-2-carboxamide,0.496956737,0.292898489,0.240398152,0.316250147,0.275461269,0.37468114,0.326646417,0.732604296,0.524269717,0.850634936,0.645144441,0.524786136,0.496299906,0.659230231,0.416166677,0.367498342
"(Z)-N-(6-Amino-2-{(Z)-[(2,3-dihydroxyphenyl)(hydroxy)methylene]amino}-1-hydroxyhexylidene)serine",2.096869751,2.024513687,1.503197626,0.638429645,2.275241512,1.779250743,2.499550202,1.949549709,2.016598082,2.191529661,1.618826833,2.363384851,1.573017646,1.162597593,2.979242776,3.952022429
(Z)-thiofanox,0.03322819,0.047660373,0.032964087,0.038991278,0.029911128,0.037744921,0.037708365,0.04344214,0.055991317,0.066051313,0.039240427,0.056238214,0.041484736,0.0433993,0.193285475,0.069213005
(cyclohexylmethyl)pyrazine,0.046216617,0.05564892,0.045357697,0.048074888,0.046129403,0.040955276,0.044399689,0.050277515,0.040644044,0.05430526,0.055057753,0.043994834,0.041105926,0.050878111,0.07301697,0.047532761
(±)-(2E)-Abscisic acid,4.939457961,4.230932571,7.109057801,4.001994153,5.844473626,6.207971492,7.372551897,5.347214039,5.697605001,8.031439555,4.153675723,6.277541937,4.934617967,7.03584932,4.560949574,3.385977235
(±)-Albuterol,0.246405075,0.095074209,0.062875548,0.138512521,0.379132242,0.141616725,0.125229395,0.375386901,0.326975735,0.845544156,0.60269054,0.080768299,0.299290397,0.197564747,0.39256022,0.060584886
(±)-Metanephrine,0.185539994,0.12771708,0.148026682,0.191716538,0.126259789,0.22538203,0.226407897,0.524600971,0.261437169,0.478934094,0.116533547,0.368996912,0.207872591,0.121868277,0.124965778,0.237170193
(±)-Tropinone,0.824196677,1.243397912,0.56216898,0.602320182,1.156974695,1.666392538,1.310139755,1.22930673,2.064207461,3.208121207,1.355168012,2.008418724,1.735566504,1.671654985,1.685243725,1.444132214
(±)-Usnic acid,0.020449725,0.033628016,0.023548508,0.0266808,0.018542169,0.021471452,0.023147738,0.03086447,0.023634542,0.029798951,0.030951729,0.032488632,0.028482193,0.032479498,0.045152093,0.02654794
(±)-nicotine,0.066900538,0.130885096,0.013118398,0.044420424,0.051273434,0.017841432,0.030719727,0.03441631,0.01930849,0.009081047,0.031743635,0.02195232,0.042758547,0.031101937,0.039939555,0.009792763
(−)-Brucine,0.055941742,0.063339352,0.052874184,0.04491763,0.038241665,0.073736333,0.082940772,0.113616296,2.054917493,1.080118216,0.086239791,0.437751727,0.991349348,1.548636895,0.286500806,0.055503434
(−)-Indolactam V,1.969755861,1.03359624,2.137690178,2.022558162,1.174606238,1.050553544,1.452491249,2.831940699,0.990926839,1.992875609,1.664594891,0.5593883,0.790858358,0.848881512,1.256066147,1.596884336
(−)-Oxycodone,0.025816432,0.036933048,0.027505817,0.03175023,0.032441164,0.031095692,0.026734413,0.030961187,0.025091345,0.032018617,0.032716423,0.03214453,0.027173855,0.053681713,0.054186864,0.031957188
(−)-Riboflavin,4.683040603,4.28758129,4.469429277,3.66709703,7.354558578,5.551225053,5.29399516,4.10066136,5.984753917,6.831634657,5.25851794,5.611136352,5.1811036,4.960797879,4.646401535,5.658520224
(−)-codeine,0.02570699,0.031999746,0.023184775,0.026409824,0.015483555,0.022345632,0.020395105,0.034250115,0.022260403,0.027985873,0.032252579,0.027359842,0.022931594,0.028445731,0.055728414,0.028225955
(−)-pinellic acid,0.076428797,0.081377799,0.060418113,0.06486098,0.047496133,0.062410602,0.069812472,0.079090546,0.054087099,0.088878848,0.075160757,0.073394635,0.065695506,0.075228816,0.106600206,0.081586118
(−)-swainsonine,11.15043787,9.627240066,11.60858533,8.975581017,5.68166033,10.72032342,14.48625294,13.86951494,4.836913056,4.43073912,4.207148664,5.895101434,6.877991849,7.065012375,7.7067494,5.38430107
(−)-α-Santonin,3.669642384,3.177902754,5.333666077,3.089181373,4.313960337,4.586417479,5.570486206,3.912366029,4.281506257,5.826413701,3.112345073,4.665735173,3.722459828,5.312179736,3.362739242,2.648087102
.alpha.-Aminoadipic acid,17.64725983,22.42940671,19.96199623,23.73717516,2.082722618,16.52892191,16.01219451,22.23569383,22.40476446,21.96613815,16.86145915,19.01515463,16.00850977,13.85905257,29.57369275,26.38668031
"1,2,3,6-Tetrahydrophthalimide",0.871617916,1.527106518,0.909649041,1.542674363,1.668488586,1.103193065,0.986621695,1.240315185,2.872704623,2.132684224,1.158260941,0.968795991,2.111547027,1.621966938,1.414896923,1.670034656
"1,2-dihydroxy-3-keto-5-methylthiopentene",0.656340732,0.832551068,0.85815411,0.645442931,1.079933082,0.878388224,0.937138308,0.815363835,1.169481565,1.462724274,0.916107627,1.259422826,1.869266756,0.808165795,0.833268111,1.053051965
"1,4,5,6-tetrahydro-6-oxonicotinic acid",13.96646493,4.918080255,36.01502519,10.60186152,2.076109046,6.974191707,2.117464914,7.130464423,4.503945945,5.19035358,10.48664223,9.871465192,9.373342223,5.619532953,8.293824575,11.06846253
"1,4-Dimethylimidazole",0.16472031,0.264316499,0.150165478,0.239320643,0.18057763,0.186756017,0.148081132,0.163908418,0.32450059,0.680273342,0.423249146,0.254319659,0.407633131,0.458642929,0.66435481,0.298133572
"1,5-DAN",2.323324474,2.068417544,1.908841359,2.465558808,2.035164962,3.03974129,2.557729142,2.202097256,1.098395135,1.277759468,3.046648719,1.515045789,1.213338215,0.978982826,1.470981273,2.659364328
"1,5-Isoquinolinediol",0.593533261,0.451278149,0.503615001,0.637853702,0.701667649,0.629936022,0.8393755,2.204543832,1.713460726,1.251310744,0.590297631,0.548097442,1.107083051,0.797812392,0.706365125,0.7734703
1-(14-methylhexadecanoyl)pyrrolidine,0.014180626,0.024420918,0.015207906,0.016735109,0.014641562,0.015317987,0.016488259,0.020137625,0.015427957,0.019503207,0.019025414,0.017420801,0.016669602,0.020845764,0.029910541,0.019843204
"1-(3-Hydroxypropanoyl)-1,3,6,8-tetramethyl-1,2,4a,5,6,7,8,8a-octahydro-2-naphthalenecarboxylic acid",0.052978737,0.283288798,0.229102955,0.231015317,0.047612234,0.269140434,0.241790526,0.090624724,0.065186608,0.045436954,0.344623183,0.304225843,0.35136234,0.063832786,0.402427794,0.325492482
1-(4-Aminobutyl)urea,3.809445721,1.705705139,7.866022038,3.343399672,0.416273149,2.349842239,1.839776349,1.066752713,0.658877372,0.921308816,6.155076004,2.355201699,0.511584974,0.797369234,1.502895615,1.115946213
"1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine",12.51099048,4.078077968,0.729747247,3.036409291,0.960438248,8.546002656,5.797901959,4.179645311,1.858757033,16.18189716,6.796597465,16.50919962,19.74380951,3.519187238,18.96046266,6.198854769
1-(Decanoyloxy)-3-(octanoyloxy)-2-propanyl tridecanoate,0.020785406,0.035448372,0.024084492,0.025503519,0.02021501,0.024627807,0.059963662,0.0627384,0.025630605,0.033723679,0.029250353,0.027188257,0.026765759,0.030629272,0.0435897,0.030440986
"1-(β-D-Ribofuranosyl)-1,3,4,7-tetrahydro-2H-1,3-diazepin-2-one",0.585314949,0.513886191,0.635539841,0.590790724,0.158009474,0.220810177,0.221521387,0.401692569,0.233846167,0.178285706,0.127837373,0.085534593,0.184462809,0.352659533,0.123760472,0.216181168
1-(β-D-ribofuranosyl)thymine,0.051778944,0.04370039,0.06054596,0.055426583,0.832934477,0.161285697,0.133598805,0.483400529,1.321285009,1.238175622,0.350828893,0.561011162,3.525343762,1.788346184,0.344444584,0.157553374
1-Deoxy-1-(4-morpholinyl)-α-D-fructofuranose,203.859629,251.1405114,466.1869457,464.7038626,40.07007107,41.34269658,31.79002671,20.94978984,31.44952948,9.454838107,58.89879967,12.37823885,9.890391468,22.28742058,11.41072792,72.33762423
1-Hexadecyllysophosphatidylcholine,18.55082357,16.47534946,20.79402221,16.10651028,2.568424448,16.25636722,8.082765431,15.50059112,13.34693003,6.173017253,26.55247034,9.079516931,8.618427845,10.87049059,16.90459713,17.80460946
1-Linoleoyl-2-Hydroxy-sn-glycero-3-PC,97.9059223,26.98605659,34.54738852,100.5466412,23.65523035,69.37396562,104.950718,115.4114854,34.92187118,115.3491799,118.8540146,76.70328534,43.91188842,51.55478059,166.2853997,65.50444274
"1-Methyl-1,9-dihydro-6H-purin-6-imine",2.352618655,4.377437803,3.821273422,2.459280612,4.24921271,2.804224151,4.333808169,2.687250384,2.550494569,3.126503069,4.602879639,2.303020052,2.648378961,2.542011458,3.062825106,4.789860997
1-Methyladenine,1.644413882,3.372324107,3.525148868,2.026612079,10.3814075,3.520184248,3.719641346,3.662839402,12.32277825,14.84296789,3.684701104,4.911847861,18.77027464,16.47614907,5.733413172,6.714981889
1-Methylhistamine,4.472151109,2.901335583,6.592572914,2.264733827,8.961006032,2.721822153,2.170179627,5.240203871,6.386352184,9.919545239,9.771624444,4.680664775,14.2628159,14.96153288,4.342504505,3.215821255
1-Myristoyl-2-hydroxy-sn-glycero-3-PE,14.99777008,4.704965863,23.91879869,9.607931295,1.595958148,6.006939378,6.207696419,16.87745724,7.331851752,3.04831783,5.22579372,6.450484095,4.44761717,3.077201553,8.914873796,2.992380578
1-Palmitoyl-2-hydroxy-sn-glycero-3-PE,68.15090594,47.12195668,129.7841999,64.77303336,14.85044955,42.22975082,44.87386536,128.7391749,58.27337323,34.46260495,53.89004965,41.09709033,43.8150215,38.21049453,120.4716594,37.76721506
"1-Pentofuranosyl-2,4(1H,3H)-pyrimidinedione",1.795549222,1.365437103,1.870887954,2.498676371,1.942456371,1.761646243,1.415531056,3.784180158,2.866493103,6.134660098,1.479416416,3.594647182,5.483086217,5.300170574,6.027103661,2.222369454
