Metabolite,BC1,BC2,BC3,BC4,BC5,BC6,BC7,BC8,HFD1,HFD2,HFD3,HFD4,HFD5,HFD6,HFD7,HFD8
"2,5-di-tert-Butylhydroquinone",2.912751865,4.293169556,3.775996992,3.022644831,4.164196967,3.505442997,4.306689848,1.854150467,4.175170238,7.658140108,5.416391958,4.287302776,3.704490736,5.26227286,4.017950562,3.931389777
2-(1H-indol-3-yl)acetic acid,12.66414174,5.80601956,16.14956768,9.810322381,13.7770127,14.99313082,14.90736,21.40376968,8.250597011,18.27975633,5.947006632,26.04685422,26.58356189,6.681520219,40.06766392,35.79914119
2-(2-Acetoxy-2-oxoethyl)-2-hydroxysuccinic acid,0.131013077,0.111399124,0.19213774,0.091924466,0.070000372,0.081907973,0.07764034,0.096896822,0.139795562,0.085214837,0.2159029,0.072866403,0.080923115,0.09424727,0.123024821,0.085499359
"2-(3,4-Dihydroxyphenyl)-3,7-dihydroxy-5-chromanesulfinic acid",0.113120455,0.153137974,0.13066142,0.139399839,0.130964685,0.114912937,0.124856421,0.130038315,0.110733889,0.123687077,0.132356846,0.11688104,0.123594131,0.140071172,0.15186589,0.128413663
"2-(3-Hydroxy-4,5-dimethoxyphenyl)-7-methoxy-8-chromanol",0.065497705,0.093410603,0.075268937,0.084528652,0.055662676,0.061635637,0.066925785,0.080993464,0.27467206,0.074642172,0.091111528,0.068642231,0.074983905,0.100360387,0.103040329,0.073957911
"2-(4-Isopropyl-4-methyl-5-oxo-4,5-dihydro-1H-imidazol-2-yl)-4-methylbenzoic acid",0.24617419,0.149668423,0.321544303,0.163934932,0.124544989,0.11456303,0.121022072,0.131787138,0.108798873,0.127827617,0.140502392,0.122169277,0.120774897,0.135757865,0.148158216,0.122532567
2-(4′-methylthio)butylmalic acid,1.914587596,1.798631382,1.681737386,2.227821508,2.27490213,1.816331531,1.528926473,1.936831392,1.889913204,2.173703912,1.581232995,1.901066965,1.94058396,2.192729487,1.923801691,1.732486251
2-(6-Amino-9H-purin-9-yl)-6-deoxy-D-erythro-hex-5-en-2-ulofuranosyl,2.139701637,2.555336374,4.753451696,4.135710352,2.020455579,2.699035086,2.827505706,2.442188642,2.284489101,2.443663269,5.378005608,2.590042102,2.565825806,3.371282082,4.453277551,4.842371057
2-(6′-methylthio)hexylmalic acid,9.179432049,11.55822391,11.64763854,14.76900609,18.78612956,9.335677697,13.71905088,6.176091563,8.286863303,6.824053365,8.643505042,6.54000179,6.991097926,7.88200802,5.872989972,10.32204594
2-(Methylthio)-3H-phenoxazin-3-one,0.399960573,0.363400953,0.450080336,0.476632029,0.279751321,0.459008579,0.397442427,0.663730928,0.588908066,1.712489189,0.356468407,2.023897919,0.514924886,0.299009573,0.476627625,0.316097833
2-(Sulfooxy)pentanoic acid,1.604479142,0.914509567,1.21110555,4.022328978,0.871770647,0.685218071,0.520575481,0.523515835,0.985038532,0.389182952,0.565827505,2.033611282,2.20758383,0.965029047,0.525581226,0.624201982
2-Amino-3-hydroxy-15-methyl-1-hexadecanesulfonic acid,3.455187083,9.152180908,5.216542056,3.339906151,5.39408172,3.694020294,2.861569138,3.851079391,5.468244747,2.59928629,3.291401261,3.022467751,2.579988739,4.329912088,2.215978796,2.075446514
"2-Amino-5-{[(4,5-dihydroxy-2-cyclopenten-1-yl)amino]methyl}-4H-pyrrolo[2,3-d]pyrimidin-4-on",0.785997901,0.88334711,1.292225587,0.975373736,0.751638964,0.855300411,0.871199054,0.723296824,0.463500841,0.537085578,0.892062534,0.589516479,0.684627138,0.456615731,0.725319789,0.861419753
"2-Amino-9-(2-deoxypentofuranosyl)-3,9-dihydro-6H-purin-6-one",0.259667333,0.194119663,0.289507347,0.230088582,0.178241314,0.177757361,0.234557159,0.337593525,0.814091368,0.223376774,0.288541779,0.217658888,0.225044769,0.234061814,0.291879398,0.235053575
2-Deoxyhexopyranose,0.132534699,0.109921261,0.13938334,0.120220746,0.103385489,0.115355668,0.110582437,0.137422328,0.110755697,0.140457907,0.163710509,0.14124977,0.134156158,0.144711787,0.176532713,0.122156874
2-Ethylhexyl sulfate,5.772044547,6.792466771,6.213903572,9.062249462,10.40111063,6.500961944,8.02751251,5.447957673,6.337334147,6.746162165,5.16682057,6.557159788,6.486767132,7.349771464,5.176034084,6.708335467
2-Hexenoylcarnitine,0.124517997,0.115880898,0.109264718,0.104430128,0.102367428,0.084026907,0.083051071,0.158916239,0.123718384,0.29950816,0.301278349,0.090710686,0.125087982,0.108494376,0.126695193,0.095936979
2-Hydroxy-2-(2-oxopropyl)succinic acid,1.992965209,1.208669448,1.424860125,1.397583868,0.892312525,1.823701539,2.187567398,2.469083328,1.881264222,1.497355024,4.51581129,1.955102549,2.285372111,5.98622271,2.424721469,2.821927286
2-Hydroxy-6-methoxy-4-vinylphenyl hydrogen sulfate,1.762696558,1.334361805,1.363636833,1.198175667,3.432549925,2.68594574,1.208225929,10.57319634,39.29527883,6.080140247,12.16917939,5.186704608,10.70434332,18.10465498,3.991917359,1.903619166
2-Hydroxyethyl 12-hydroxyoctadecanoate,1.047250357,1.185545957,2.291346054,3.223068761,3.043584076,1.53402527,1.144181238,0.889485384,1.510711881,0.524906516,1.489441756,0.438937168,0.722844966,1.145545221,0.985189566,1.981639933
2-Hydroxymyristic acid,1.366880031,1.268740275,1.346384475,1.454424583,1.221527223,1.335893688,1.308892793,1.034370298,1.251988293,1.081250865,1.164926743,1.234375369,1.161054457,1.080966122,1.29989664,1.375754216
2-Hydroxyphenylacetic acid,0.324292699,0.329640619,0.453848798,0.451948523,0.391601958,0.443356507,0.38848926,0.325229107,0.187086942,0.145868344,0.286769517,0.294223637,0.218758485,0.153901011,0.135779811,0.263954629
2-Isocapryloyl-3R-hydroxymethyl-γ-butyrolactone,0.074890437,0.099766177,0.08954607,0.092184856,0.077496428,0.074154945,0.07785611,0.106656681,0.09039724,0.125842368,0.098377065,0.078257916,0.094818737,0.130922958,0.130517182,0.082721348
"2-Isopropenyl-6-(2-methyl-3-buten-2-yl)-2,3-dihydro-7H-furo[3,2-g]chromen-7-one",0.18517321,0.260988735,0.246861839,0.24731837,0.153704391,0.144747989,0.152974158,0.186361056,0.136357478,0.162602719,0.304596848,0.162645316,0.164005591,0.183280469,0.230494781,0.208108257
2-MeO-E1,0.256141674,0.399658158,0.403130984,0.454938234,0.738571454,0.279736641,0.608231606,0.144922284,0.156533072,0.143648923,0.679042592,0.256473763,0.151222198,0.18803493,0.148232667,0.449282342
2-Methyl-3-furylacrolein,0.170284094,0.219482325,0.213652351,0.207988781,0.14728742,0.170275289,0.19049684,0.196514272,0.283462171,0.172778485,0.214682938,0.169142621,0.190943284,0.225934941,0.239605776,0.203154474
2-Monocaprin,2.372741275,2.806028102,2.716495979,3.286389646,5.344558716,2.230312568,1.662569919,1.708333252,6.001981925,2.154329072,2.263149413,2.101151326,1.684666031,2.193149581,2.364505877,2.263744045
2-Monolaurin,2.639439505,3.088304853,3.268831355,3.37422146,3.915268177,2.77137709,2.542030411,2.011963239,3.327508452,2.163598771,2.888548606,3.527588952,2.879102682,2.558537714,2.62780602,3.176510471
2-Monolinolein,12.20452527,38.24277266,16.89834963,40.1559834,5.383465045,1.906047576,1.025643484,0.542687777,4.067800337,0.979433416,4.674754355,0.498736201,0.492915914,4.139276124,0.66431709,0.585550671
2-O-ETHYL ASCORBIC ACID,0.461867203,0.428860505,0.583601458,0.566146798,0.753293687,0.997392004,0.778190346,0.565423168,0.272013242,0.589088597,0.425358028,0.393202328,0.818921595,0.273446215,0.923774433,0.372577511
2-Oxobutyric acid,0.924947109,0.843675664,0.135199871,0.158565449,0.148451399,0.160598338,0.975354059,0.157293792,0.71285298,0.948664095,0.587323099,0.913417166,0.847132817,0.114576085,0.129522161,0.127545109
2-Oxosuberate,3.466794313,0.422991012,0.403241428,0.4364284,0.361675083,0.45268468,0.476976297,0.502342924,0.988316772,0.382373898,0.424267033,0.385177535,0.355217633,0.509487566,0.439513433,0.371554313
2-Sulfosuccinic acid,0.345110077,0.077671488,0.583163768,0.184011522,0.073708721,0.057109194,0.109426856,0.618121406,0.28571372,0.347353686,0.207984432,0.205423872,0.316657709,0.375141923,0.130984587,0.530090775
"2-[(1S,2S,4aR,8aS)-1-hydroxy-4a-methyl-8-methylidene-decahydronaphthalen-2-yl]prop-2-enoic acid",0.65754414,0.405671268,0.784174545,0.564567414,1.100106689,0.80828714,0.69257959,0.985656382,1.282171656,2.08286437,0.985462024,2.023762183,2.378575898,1.045804767,1.315289872,0.415292018
2-[(2-Amino-2-carboxyethyl)thio]butanedioic acid,5.82158834,8.241187547,8.964635949,8.810027395,6.400008706,4.159183177,4.0909886,3.079635866,2.799792946,2.479429415,3.767628066,5.095673725,4.848526635,4.952029272,3.916973611,6.186659908
"2-[(2S,4aR,8aS)-2-Hydroxy-4a-methyl-8-methylenedecahydro-2-naphthalenyl]acrylic acid",525.3473719,99.14577845,613.3660831,528.307033,591.7374777,460.4562997,545.1148328,338.1693514,263.9682793,308.8634007,460.1711427,328.181612,253.6123829,345.3834758,247.974051,413.7038706
2-[(4-Nitrophenoxy)methyl]oxirane,0.188638498,0.369873489,0.104461013,0.101809747,0.114351553,0.307788393,0.462767169,1.178994564,1.806796856,0.502312708,0.332833919,1.031586095,1.317766426,12.92628605,3.231603942,2.338201288
"2-[4-(3-Hydroxypropyl)-2-methoxyphenoxy]-1,3-propanediol",0.100988012,0.121133099,0.101953528,0.205015954,0.113686574,0.088277889,0.236339579,0.318537791,0.086310339,0.098103328,0.209337854,0.209864362,0.194861576,0.237520215,0.186664387,0.155001967
"2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonic acid",0.762002055,0.997007835,0.570961151,0.756105939,0.956107835,1.219392927,0.891945114,0.708252027,0.552994129,0.670909645,1.323745683,0.749288371,0.750054879,0.557752099,0.76559288,0.987796095
2-arachidonoylglycerol,0.818924142,1.160885115,1.013955537,0.994919744,0.913115639,1.015997683,1.173191374,1.092496408,1.068221248,1.03208098,1.315894952,1.530734802,1.120231502,1.19207692,1.41230756,1.290650982
2-deoxy-D-ribonic acid,0.539032009,1.434304744,1.366485412,0.977316585,1.493805363,1.322919856,1.056659599,0.681751673,0.410030736,0.562511752,1.035464874,0.521883692,0.49920384,0.529015991,0.683524576,1.456271026
2-methoxyacetaminophen sulfate,0.683982405,0.78465275,0.807747623,0.804365564,2.417369831,0.789073731,0.773861968,0.642484518,1.066721923,0.456596355,0.792394419,0.523651146,1.271398358,0.916197943,0.52701482,0.735720432
2-methylcitric acid,0.129148096,0.104303257,0.160211716,0.099576914,0.064711734,0.075719697,0.080245501,0.250474242,0.144123645,0.177530251,0.213292489,0.083652454,0.100854236,0.10338622,0.110794998,0.09872791
2-monolinolenin,7.348194888,13.54463144,10.6452071,9.304397919,9.56821573,10.46382166,12.83315105,11.30930185,8.089948245,15.08773738,13.86897535,11.89788705,12.55763127,13.17248243,17.10080672,21.32205193
2-oxo-7-methylthioheptanoic acid,2.916123868,0.139071523,2.050546254,1.204823648,0.88765636,0.88002062,0.888230469,1.247890617,1.180182553,0.499523209,0.485731426,1.602119309,0.75453717,1.727002417,2.099919291,0.894311499
22-Oxodocosanoic acid,3.457531668,5.259862764,3.589929452,5.420249013,3.912680809,3.678324886,3.733280113,3.818229729,3.983054672,3.195720137,3.498620853,3.85877877,3.49422374,4.532799341,3.527900333,4.659195582
2′-Deoxycytidine,2.535304227,1.626650629,3.259801865,3.431114485,1.511328941,3.030903494,2.719495529,3.994511941,1.030032526,1.674569874,2.376879023,2.867128835,2.016678084,0.920568695,3.032688257,1.908541297
"3, 5-Tetradecadiencarnitine",0.312563282,0.459672182,0.400394899,0.425489717,0.378850165,0.304980005,0.315441482,0.354443092,0.428951519,0.443117165,0.431877143,0.365654939,0.352746741,0.43958358,0.417808301,0.337493936
"3,3′-(3,7,12,17-Tetramethyl-8,13-divinyl-1,2,3,4,5,6,7,8,9,10,13,15,16,17,18,19,20,24-octadecahydroporphyrin-2,18-diyl)dipropanoic acid",12.67245889,13.82973072,11.20040595,13.41720456,12.17243662,12.75241459,13.07729511,16.76044756,17.50155834,19.57340822,18.26561061,10.29635547,15.20241206,15.13916729,13.08378434,9.159808386
"3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid",0.462992627,0.477234931,0.679166383,0.75473735,0.837081042,1,0.583652716,0.788996482,0.267586055,0.268997489,0.421668743,0.591283558,0.504365717,0.98215564,0.567814495,0.363630984
"3,4-Dihydroxy-5-(3-methyl-2-buten-1-yl)-2-(4-methylpentanoyl)-2-cyclopenten-1-one",0.738860266,0.825629543,0.624080978,0.713421073,0.703475137,0.834459527,0.890748365,0.967588818,0.672035302,0.894791661,0.903282083,0.822757071,0.720577095,0.902543986,0.967472819,0.821729178
"3,4-Dihydroxybenzenesulfonic acid",1.727793203,4.524309568,0.476051443,0.221040855,0.903722235,5.628670354,3.476063488,25.16586468,78.44273928,7.425793771,2.876205085,10.00601078,29.869476,133.6045145,25.06448572,8.166247671
"3,4-Methylenesebacic acid",0.07840626,0.109663005,0.166632646,0.186239873,0.130118903,0.075636628,0.084453826,0.095153984,0.202109785,0.094710394,0.105665348,0.147841777,0.095326368,0.120362731,0.156950318,0.093504405
"3,5-Dimethoxybenzoic acid",0.317288634,0.210887408,0.140059309,0.254253165,0.145972172,0.073430198,0.08105114,0.099558709,0.21488632,0.079692478,0.122931015,0.086175334,0.211378121,0.091195697,0.30354654,0.278480112
"3,5-di-tert-Butyl-4-hydroxybenzyl alcohol",1.005763542,1.383604521,2.29737082,1.108440038,1.525174883,1.226225504,1.383082493,0.988528288,1.079573707,1.619344051,1.488376381,2.438973969,1.747414311,1.35248257,1.898044306,1.298803061
"3,7,15-Trihydroxy-12,13-epoxytrichothec-9-en-8-one",6.115273651,2.049672388,6.545373211,2.536936669,2.618538845,8.392303405,12.58446071,11.84044868,5.234392862,13.10836074,6.088737628,8.771783922,4.032265646,2.699680805,4.666653692,2.775536098
"3-(2,8,13,14,17,18-Hexahydroxytriacontyl)-5-methyl-2(5H)-furanone",1.918321482,16.32994248,5.634529902,4.121175345,23.67104765,6.775948313,12.04983418,15.03851391,102.2836121,43.61169265,17.06603176,6.1835483,25.53191208,96.36781984,7.279005039,3.127082465
"3-(3,5-Dimethoxyphenyl)propionic acid",0.09649145,0.12951474,0.107734698,0.115116369,0.165419261,0.117080141,0.10557351,0.116046384,0.232995979,0.098814719,0.12905513,0.096714627,0.103392357,0.227707953,0.138473979,0.109773712
3-(4-Methoxyphenyl)propyl hydrogen sulfate,0.083105575,0.113756014,0.10019317,0.101750272,0.088493272,0.085427473,0.08656732,0.105775781,0.080953852,0.096007869,0.101122177,0.092614703,0.094472571,0.116151338,0.120352302,0.09244819
3-(7-Hydroxy-4-oxo-4H-chromen-2-yl)phenyl hydrogen sulfate,0.41166629,0.469856065,0.456189636,0.42609636,0.427101233,0.333205297,0.335187054,0.370208958,0.483523851,0.49114093,0.414567115,0.686196693,0.47983222,1.190490081,0.433250167,0.364749485
"3-(7′-Hydroxy-4b′,8′,8′,10a′-tetramethyl-5-oxotetradecahydro-2′H-spiro[furan-3,1′-phenanthren]-2′-yl)-1-(4-methyl-5-oxotetrahydro-2-furanyl)-2-butanyl acetate",4.861874846,2.869286742,3.116495366,3.88405398,4.823111831,4.903381031,4.608598936,4.468813012,3.922397796,5.585838591,2.888923049,4.443287083,5.254786796,3.797848796,5.154767779,4.111448849
3-(Methylthio)hexyl hexanoate,0.629073212,1.172217444,0.226237523,1.05541383,2.357056117,0.592516079,0.367740152,0.18627639,0.157923736,0.190922494,0.456687046,0.196012683,0.174570963,0.308312694,0.247156384,0.500438826
3-(Sulfooxy)benzenepropanoic acid,2.55769081,0.31955407,1.581020965,2.167464877,0.519471046,0.424863926,2.247286143,3.943314354,0.900005432,5.058549495,1.644521742,1.578796097,2.863815477,0.804903957,3.524176938,5.587601297
3-(Sulfooxy)butanoic acid,3.89946611,7.202917897,3.485906173,4.762374582,11.17894973,6.5821955,8.488657146,2.680696441,3.07297631,4.957844455,6.677208797,6.414659329,5.755888262,7.369121766,9.516113325,8.15072006
3-(acetamidomethylidene)-2-(hydroxymethyl)succinic acid,0.216228402,0.248992834,0.255405894,0.262492917,0.18889472,0.240209039,0.253017109,0.294306573,0.183266766,0.235565539,0.253321631,0.202379158,0.21529543,0.239891473,0.261974014,0.217287077
3-Carboxyindole,0.055018576,0.077047988,0.069069421,0.072009332,0.04965557,0.057665505,0.061968969,0.073084179,0.056712796,0.063885237,0.073840665,0.064568698,0.064031852,0.075249398,0.090836911,0.064917399
"3-Hydroxy-2,4,5-pyridinetrimethanol",14.42341395,14.87224089,18.17660339,17.56489867,14.58613225,10.9423632,14.22820969,10.1541967,9.175644693,9.947078147,11.65288831,11.4174331,8.992204288,12.6153884,11.97599154,10.03607139
3-Hydroxy-2-methyl-2-[(sulfooxy)methyl]propanoic acid,22.52795079,25.55317097,18.38828838,27.17055963,19.95524714,25.72893655,27.23847319,28.64054716,20.67752957,24.03083494,23.51796551,28.22703059,18.24931659,17.57872122,28.64216593,24.31324044
3-Hydroxyicosanoic acid,219.7022335,202.6257569,44.86810172,66.0813651,41.57300918,47.18736454,8.660400814,84.42480152,147.3551656,90.59531061,76.14375685,238.1860914,39.00937708,115.2366314,227.287851,34.54749328
3-Hydroxypentadecanoic acid,115.068371,92.88280305,122.8835033,105.1075492,136.4102962,103.843085,111.3091006,116.9699737,66.86297004,62.27120188,31.71666995,87.60370035,87.17414802,60.73967356,83.95359257,88.38556676
3-Hydroxysebacic acid,0.132084963,0.149208793,0.148620161,0.170531915,0.10804068,0.132232748,0.139592925,0.150878496,0.092566192,0.129824628,0.15487589,0.107120288,0.115902051,0.195890059,0.139330353,0.154393064
3-Hydroxytridecanoic acid,1.908896651,2.160298279,1.649186482,2.361791716,3.022533602,2.121789994,2.00330888,1.410268902,1.251183797,1.528485729,0.840301052,2.360704262,2.39542002,1.429711814,1.634509086,2.741620246
3-Hydroxyundecanoic acid,2.172181677,2.044479415,2.589671819,2.114262289,3.428775458,2.388174519,3.684747237,3.548464348,3.941346547,1.700006561,1.657487845,1.383479645,1.63057053,1.870401451,1.95319525,3.33635544
3-Indoxyl sulphate,4.724927058,5.796699518,1.913820183,1.243950245,34.77159808,3.714895494,2.406685732,16.35937006,39.61461532,23.31912964,18.30252422,22.46540484,58.59331593,20.33422525,2.99566681,2.434707661
3-Methylazelaic acid,0.116317956,0.377031423,0.277119327,0.346532384,0.116275783,0.26460828,0.13359717,0.317292694,0.302530311,0.310969365,0.341864812,0.296101724,0.188986867,0.423556375,0.53651491,0.145717772
3-O-β-D-galactosyl-sn-glycerol,3.559752968,4.325458629,1.673148843,1.24080159,0.610400589,1.275133707,0.816602139,1.251678097,1.13934074,1.315755057,1.038122947,2.715007539,1.322908009,1.147610285,2.083205496,1.060429983
3-Oxotetradecanoic acid,0.132800608,0.162364807,0.276859425,0.133201026,0.190561488,0.189751462,0.196060161,0.246786611,0.191417274,0.199859351,0.342816537,0.358436667,0.322562141,0.158552298,0.349670505,0.326565891
3-Sulfodeoxycholic acid,4.155183456,0.528695676,5.249020143,0.676785051,4.946758901,4.103274029,0.39385921,0.337091573,3.085313491,0.403204496,0.425570519,2.654757565,0.695984757,0.612814048,0.632138504,0.642340879
3-Thiohexyl caproate,0.662358203,0.644491203,0.823871312,0.787666016,1.14401324,0.435372351,0.617044731,0.237775471,0.311053573,0.241794253,0.282170259,0.280957126,0.234480695,0.506431787,0.217184454,0.607607598
"3-[(15Z,19Z)-11,12-Dihydroxy-15,19-dotriacontadien-1-yl]-5-methyl-2(5H)-furanone",2.582366209,2.343819571,5.261192416,4.596866964,4.14801756,3.348481018,5.148918811,3.397172153,1.022754501,2.470671631,5.102212382,1.858519108,2.458241895,4.70298625,6.115510467,5.040832958
3-[(2Z)-1-Oxo-2-buten-2-yl]pentanedioic acid,4.34208201,3.773279167,4.192032969,4.283430083,4.093807853,3.045658814,3.643987201,3.087831199,6.755736039,5.669346612,5.666408147,4.167411788,6.127543868,10.09659797,4.137691301,3.86283556
3-[(3-Hydroxytridecanoyl)oxy]-4-(trimethylammonio)butanoate,1.145584966,7.328396827,1.010715224,1.372363895,0.594493048,2.266716315,1.106347657,5.133592558,2.45111837,1.947539018,1.653868573,2.824296366,2.119655121,0.922934605,4.953686015,1.13800311
3-[(6-Oxodecanoyl)oxy]-4-(trimethylammonio)butanoate,0.43841057,0.691511257,0.471482419,0.529992252,0.500922011,0.482979856,0.500756458,0.435419324,0.459227691,0.524143464,0.552621267,0.787221928,0.635199735,0.627301953,0.80530883,0.816678487
"3-[(Ethyl{(1E,4E)-4-[{4-[ethyl(3-sulfobenzyl)amino]phenyl}(4-sulfophenyl)methylene]-2,5-cyclohexadien-1-ylidene}ammonio)methyl]benzenesulfonate",3.521219174,5.068359357,3.132853057,4.66560003,3.604560063,3.574209225,2.781259567,3.122188619,3.827660904,4.803142891,3.800868447,3.596937451,4.297466963,3.995571962,3.770982179,4.305271146
"3-[2-(3,4-Dihydroxy-5-methoxyphenyl)ethyl]phenyl hydrogen sulfate",0.082950578,0.10262779,0.093699705,0.101240116,0.084140008,0.08131115,0.083410502,0.095711136,0.071071444,0.089779639,0.101775094,0.083919777,0.087261555,1.019954459,0.108378821,0.091079832
3-hydroxyflavanone,0.764306438,1.051835938,0.908419734,0.892429689,0.782725876,0.775500616,0.847546234,0.912810482,0.691972369,0.861566111,0.819369836,0.950490438,0.833422206,0.939772014,0.986754269,0.927352708
3-ketocarbofuran,1.105347375,0.453147148,0.870798197,0.814414308,0.68821082,1.299794259,1.519611779,1.824820179,0.79359831,1.049358249,0.716816438,0.94229133,1.712812409,0.760963448,0.789723116,0.643249333
3-oxolauric acid,0.482676309,0.836390901,0.359277903,0.519548378,0.761493911,0.482608739,0.523785989,0.749800872,0.424878361,0.544014359,0.625482224,0.521112461,0.896341746,0.624366215,0.675811764,0.562712433
3-oxopalmitic acid,0.636665479,0.691525165,0.8053451,0.711962936,0.431634722,0.52795841,0.451762634,0.608867323,0.761751457,0.533537244,0.534431854,0.898803508,0.72225856,0.443780331,0.620043358,0.912764328
"3-{2-[13-(Acetoxymethyl)-13-hydroxy-8-methylpodocarpan-14-yl]-1-hydroxyethyl}-5-oxo-2,5-dihydro-2-furanyl (2E)-3-phenylacrylate",0.230929761,0.373385336,0.231378191,0.212823666,0.250628658,0.258485645,0.277567242,0.281274631,0.23509964,0.295860159,0.326877552,0.273250006,0.26588949,0.326388788,0.400959448,0.296356597
"3a,6b,7a,12a-Tetrahydroxy-5b-cholanoic acid",627.1269078,819.3691925,508.4242239,870.3335036,40.03676303,911.8913815,992.4878503,976.6624284,524.8564794,542.4309306,589.9702292,610.2610471,1050.637498,636.1050777,168.1018359,927.03021
"3b,7a,12a-Trihydroxy-5b-cholanoic acid",7.859148604,7.853832162,4.183001175,5.367710215,6.365621947,10.77937168,14.1812008,19.0977197,8.578497191,12.1491315,13.87708494,13.2373432,5.940454546,10.4349028,9.270264277,7.187261897
3b-Hydroxy-5-cholenoic acid,0.804743829,0.685438706,1.442758029,0.550867394,0.250486555,0.815311819,0.627266292,1.455680918,0.514787441,0.833102756,0.312830686,1.275324321,0.574527097,0.297241092,1.137487519,1.01294588
"3α,7α-dihydroxy-5β-cholestan-26-oic acid",2.605846015,4.901469136,2.248595754,2.466960781,2.815900107,2.422034043,2.3009147,1.347824015,1.168910752,1.326866257,1.886156333,1.326089104,1.75341026,0.968161858,1.121472456,2.257888011
"3β,17β-Diacetoxy-5α-androstane",0.245036288,0.413101817,0.160664935,0.178352433,0.225630113,0.223350444,0.205000888,0.20626429,0.222492764,0.18741313,0.277919746,0.222965891,0.20263269,0.340093343,0.258286439,0.257535544
"4,5-Dihydroxy-3-oxo-1-cyclohexene-1-carboxylic acid",0.148429748,0.17645914,0.171112037,0.167568016,0.140971403,0.167360174,0.18572872,0.182768894,0.117851044,0.140720174,0.179268993,0.145939524,0.127029585,0.145010104,0.156888978,0.149630535
"4,6-Henicosanedione",1.573346143,2.662934012,0.740342491,1.237967265,1.021760198,1.542089921,2.056958172,2.888832307,0.791110191,6.237067474,3.48086099,2.050255252,1.178440573,3.804388172,2.062015476,1.609838906
"4,8-Dihydroxy-3,6-dimethyl-9-methylenedecahydroazuleno[4,5-b]furan-2(3H)-one",2.86928068,2.821366003,3.054921332,2.687155948,2.828537718,2.993157458,3.367203562,3.689216188,2.778895705,4.05271101,2.717897364,4.014104985,2.549518136,3.350816562,2.862487131,2.534167254
"4,8a-dimethyl-decahydronaphthalen-4a-ol",0.650246394,0.651942169,0.684987617,0.653301719,0.687614052,0.640172471,0.629132008,0.674892092,0.548708442,0.664210341,0.641236151,0.838477295,0.528663261,0.771286533,0.631033898,0.580423232
"4-(1,2-Dihydroxypropan-2-yl)-1-methylcyclohexane-1,2-diol",0.067989861,0.096758857,0.077223455,0.076098158,0.064404596,0.065080908,0.068823549,0.08735529,0.076090661,0.078272571,0.08990546,0.076459437,0.07415742,0.121263773,0.110473255,0.076506013
4-(2-Amino-2-carboxyethyl)-3-furoic acid,0.765227594,0.877855821,0.903693962,0.899910174,0.779749393,0.882801938,0.865783283,0.718800481,0.460619509,0.533746809,0.886517066,0.585851776,0.570869175,0.4537772,0.72081087,0.856064775
"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",0.4760422,0.716161399,0.590120343,0.625030169,0.468676206,0.494794719,0.537256625,0.590551623,0.433818438,0.512025233,0.659428207,0.473705764,0.485678027,0.593323383,0.769513788,0.572994106
"4-(2-Aminopropoxy)-3,5-dimethylphenol",0.056980052,0.081144954,0.06774258,0.070411974,0.057995508,0.05887198,0.059578314,0.067607233,0.053991149,0.06550642,0.078102041,0.062129349,0.059309559,0.070422736,0.083249054,0.06567289
4-(2-Hydroxyethyl)phenyl hydrogen sulfate,0.363010479,0.197643117,0.099825107,0.108733471,0.204518339,0.085587873,0.09596264,0.366878434,1.385858739,0.219892614,1.312692412,0.661137361,0.131850664,1.878657802,0.13201325,0.11253839
4-(3-Butoxy-4-methoxybenzyl)imidazolidin-2-one,1.176654468,0.775910647,0.808395254,1.109864746,0.450115566,0.702320441,2.248233954,0.729075499,0.134507887,0.220779057,0.766750042,0.713277684,0.322487746,0.185883037,0.205480124,0.38924985
"4-(5,6-Dihydroxy-6-methyl-1-hepten-2-yl)-1-methyl-1,2-cyclohexanediol",0.094259925,0.119118551,0.112317518,0.107347853,0.086191916,0.081038811,0.085371476,0.09240803,0.079301323,0.088748316,0.101421848,0.093245096,0.08646788,0.111525653,0.122538273,0.099966719
4-(Stearoylamino)butanoic acid,18.260275,30.01964206,15.52666943,16.47780279,14.8244382,10.16609326,8.06080174,5.973386199,18.28712405,14.21231484,22.27114996,33.95530376,25.60407652,13.07898925,13.70257596,11.70111577
4-Acetamidobenzoic acid,1.260931743,3.638715578,0.336833103,0.331555465,1.086169701,1.573361051,4.302486405,4.516607346,7.073138827,2.611039518,1.397160506,11.93770499,27.38087256,79.40744829,13.63102969,10.31858899
4-Acetoxy-2-hexyltetrahydrofuran,0.0756364,0.105927367,0.092075822,0.115584244,0.079066441,0.091916676,0.079972432,0.109526691,0.072428341,0.127072673,0.159355178,0.073046209,0.107749765,0.144538979,0.104527719,0.080786648
4-Acetyl-2(3H)-benzoxazolone,0.273984403,0.189077866,0.383354935,0.36723879,0.399878765,0.489212289,0.348880788,0.275998277,0.12895293,0.196032118,0.228726524,0.244693524,0.15806172,0.123200072,0.116517785,0.223793659
4-Amino-4-deoxypentopyranose,0.811947712,0.49487361,0.935897233,0.531235764,0.785828151,0.144250991,0.824781317,0.387444654,0.400972401,0.275816575,0.736997824,0.524918162,0.469537736,0.232150591,0.290231012,0.65614868
